# RSI,MACD,MACD,MACD,WILLR,STOCH,STOCH,STOCHRSI,STOCHRSI,CCI,ROC,OBV,AD,MOM,SMA,WMA,EMA,TSF,BBANDS,BBANDS,BBANDS,TEMA,ADX,MFI,ATR,DS5,DS10,DW5,DW10,OCRSI
5.500235794498239272e+01,3.272297714639591959e+00,4.527436569204487782e+00,-1.255138854564895823e+00,-3.094489838675884030e+01,2.540803844961024538e+01,1.051017445293320662e+01,0.000000000000000000e+00,3.191970628737645366e-01,3.365106556011927097e+01,1.851324409000287829e+00,1.826841117000000000e+09,-4.733558695249823332e+08,4.549999999999982947e+00,2.532520000000003222e+02,2.538681818182263896e+02,2.504969144112217521e+02,2.555113333333333401e+02,2.587299911503033627e+02,2.530800000000008367e+02,2.474300088496983108e+02,2.550729516378696644e+02,2.231433183572914913e+01,6.831754436997900370e+01,7.367864083148536913e+00,9.890943575154068634e-01,9.884225988343613434e-01,9.922649422444869138e-01,9.860235268838576372e-01,3.451388631411278141e+01
5.228820668865311916e+01,2.082982411893567587e+00,3.712618516767514532e+00,-1.629636104873946945e+00,-3.796100042390838780e+01,1.700176747279544642e+01,1.325363245912760668e+01,0.000000000000000000e+00,3.191970628737645366e-01,-1.079409807835308932e+01,2.585598671923650116e+00,1.811700460000000000e+09,-4.673218179577450752e+08,6.230000000000018190e+00,2.538750000000003126e+02,2.527641818182264331e+02,2.498938390637268867e+02,2.498020000000000209e+02,2.592588303878405327e+02,2.518980000000008204e+02,2.445371696121611365e+02,2.520357553883174262e+02,2.106293317360907480e+01,6.898935850592258134e+01,7.270159505780783959e+00,9.812701966669017395e-01,9.736287543082213780e-01,9.875165465017561317e-01,9.779075429989433355e-01,3.000463003570996534e+01
5.061771275719273433e+01,9.912390668697241836e-01,2.805492033468251378e+00,-1.814252966598527195e+00,-4.744386048733873196e+01,1.203562868348243775e+01,1.234307913838636495e+01,0.000000000000000000e+00,2.757423918827346959e-13,-3.619856276847728083e+01,-2.825328895229051174e+00,1.799215773000000000e+09,-4.755819753814039826e+08,-7.130000000000023874e+00,2.531620000000003188e+02,2.511923636364082881e+02,2.490458683248674561e+02,2.459400000000000830e+02,2.544928639988638963e+02,2.492540000000008149e+02,2.440151360011377335e+02,2.490335037811478855e+02,2.029167489484849085e+01,7.197501695347004613e+01,7.270148112510729455e+00,9.838558257841366617e-01,9.686682835496626121e-01,9.885038011622758747e-01,9.762637543988454958e-01,3.081050738504929143e+01
5.065253975385054730e+01,2.880803222890335746e-01,1.966354796408512184e+00,-1.678274474119478610e+00,-6.792323509252905467e+01,1.517903864159689675e+01,1.994040432727658185e+01,6.092524183848584407e-01,2.030841394618952134e-01,-8.888046011205341301e+01,-2.740106273296849526e+00,1.815577266000000000e+09,-4.716048740060192347e+08,-6.909999999999996589e+00,2.524710000000003163e+02,2.497574545454992290e+02,2.483593468112551932e+02,2.425213333333333594e+02,2.533442457127931391e+02,2.479720000000008042e+02,2.425997542872084693e+02,2.470192971029634350e+02,1.913015582541646609e+01,6.210230854180882432e+01,7.215137533045677287e+00,9.891036084719211363e-01,9.714779123146805029e-01,9.939859130953876409e-01,9.820327503190431351e-01,4.625671753220397875e+01
5.722342713427068617e+01,1.001530873676784950e+00,1.644746822164603106e+00,-6.432159484878181566e-01,-4.551804423748532713e+01,2.460952699685214995e+01,4.154509752489335739e+01,1.000000000000000000e+02,3.353641747279522889e+01,1.237459546925550846e+01,-2.056595020875207069e+00,1.834318280000000000e+09,-4.636677821096853614e+08,-5.319999999999993179e+00,2.519390000000003624e+02,2.499190909091356048e+02,2.492685564819360593e+02,2.445326666666669269e+02,2.545674129331340794e+02,2.482720000000007872e+02,2.419765870668674950e+02,2.493557127772027968e+02,1.906703503601699978e+01,5.912341836818593066e+01,7.440484852113841363e+00,1.020493652123474204e+00,1.005640254188512550e+00,1.019352243009203685e+00,1.013768092218755079e+00,5.535165806993165205e+01
6.011496364227016898e+01,1.981744236825335292e+00,1.757079293718180502e+00,2.246649431071547909e-01,-3.202011735121539004e+01,4.224823325263432849e+01,6.525919790573290413e+01,1.000000000000000000e+02,6.686975080612855038e+01,8.702988322010610034e+01,-2.091652405400268311e+00,1.869472031000000000e+09,-4.610218008516208529e+08,-5.500000000000000000e+00,2.513890000000003511e+02,2.509210909091356143e+02,2.507560916670385893e+02,2.496733333333330904e+02,2.594720178022421919e+02,2.496980000000008317e+02,2.399239821977594715e+02,2.527913424067293988e+02,1.960860115417355587e+01,6.806238806115547391e+01,7.506878791248567495e+00,1.031045502967581351e+00,1.024110044592243973e+00,1.023213235332832927e+00,1.026019770068784975e+00,5.003125106946875178e+01
5.846055004908623687e+01,2.273844490311176969e+00,1.929334359249179398e+00,3.445101310619975710e-01,-2.178942398489132160e+01,6.346427582429911496e+01,8.358853204227095546e+01,8.258007908600760061e+01,9.419335969533612740e+01,-1.136366073822504177e+02,1.094472322098871686e+00,1.818416964000000000e+09,-4.184452946598134637e+08,2.770000000000010232e+00,2.516660000000003379e+02,2.517340000000447162e+02,2.516840750003042899e+02,2.519153333333333649e+02,2.618637927111976751e+02,2.514340000000008217e+02,2.410042072888039684e+02,2.543450360461174000e+02,1.965733039752280931e+01,5.318707244543663393e+01,9.551387449016528919e+00,1.017603029025506478e+00,1.016664944807799564e+00,1.008659772138679633e+00,1.016390316762751711e+00,5.735072029261350224e+01
6.506386321338604262e+01,3.808442829575511723e+00,2.555703849357956692e+00,1.252738980217555032e+00,-1.085702513391014179e+01,7.803045627002805418e+01,8.524363886208016083e+01,9.999999999999998579e+01,9.419335969533612740e+01,1.758478057625287363e+02,2.921261365834793011e+00,1.847554449000000000e+09,-4.181985991141877770e+08,7.550000000000011369e+00,2.524210000000003618e+02,2.543401818182265686e+02,2.542869704547944139e+02,2.594580000000000268e+02,2.689558982640700151e+02,2.555880000000008181e+02,2.422201017359316495e+02,2.599084816859947296e+02,1.849257461304106798e+01,5.385150889756159387e+01,9.969859774086772930e+00,1.040737436812366523e+00,1.053795048747923513e+00,1.028939238429990466e+00,1.045843397997201052e+00,5.807474148678423376e+01
5.210588119426666509e+01,2.488260472815909452e+00,2.533222723843941093e+00,-4.496225102803164120e-02,-4.120313143798923505e+01,8.225417921593727044e+01,7.793036674346055293e+01,0.000000000000000000e+00,6.086002636200279170e+01,4.149098064303440481e+01,-1.629052765416361126e-01,1.814517796000000000e+09,-4.449039938233799934e+08,-4.099999999999965894e-01,2.523800000000003934e+02,2.541309090909538781e+02,2.537384303721045171e+02,2.588000000000000114e+02,2.669215040335785147e+02,2.567880000000008067e+02,2.466544959664230703e+02,2.568550840957012724e+02,1.823496370786061149e+01,4.493309261230837137e+01,1.053986979022343107e+01,9.785114569216599723e-01,9.956018701957350947e-01,9.774025657447101834e-01,9.887423804479842371e-01,6.140588611453620871e+01
4.789380923668007739e+01,7.155667657053186304e-01,1.927337404464400272e+00,-1.211770638759081642e+00,-5.364647713226204218e+01,7.597948701249573844e+01,6.476445543194638788e+01,0.000000000000000000e+00,3.333333333333359150e+01,-7.259902736013656011e+01,-2.632414833637741758e+00,1.776556311000000000e+09,-4.641697324570136666e+08,-6.630000000000023874e+00,2.517170000000003824e+02,2.528309090909538952e+02,2.521914430317218887e+02,2.558013333333335027e+02,2.689308541280134932e+02,2.551620000000008019e+02,2.413931458719881107e+02,2.519613669959519200e+02,1.848791390883753749e+01,3.554063538798048683e+01,1.073845051949318652e+01,9.610757087654087094e-01,9.742289952605490688e-01,9.684209140688447848e-01,9.699367885110141696e-01,6.143277045365220346e+01
4.576333179638734094e+01,-8.603912903095647380e-01,9.980945062064119355e-01,-1.858485796515976674e+00,-6.030078285949728922e+01,6.365934167738591754e+01,4.828320285675066970e+01,0.000000000000000000e+00,2.605323364453700513e-13,-9.293982078668163638e+01,-3.323745605624794930e+00,1.750083128000000000e+09,-4.830732071993545890e+08,-8.319999999999993179e+00,2.508850000000003604e+02,2.510641818182266434e+02,2.503384533895906259e+02,2.515419999999998879e+02,2.689773714540241372e+02,2.520720000000007985e+02,2.351666285459774599e+02,2.471902699752480999e+02,1.883398453864666067e+01,3.603803252950071823e+01,1.088070405381509964e+01,9.600431622710940971e-01,9.645853677979937535e-01,9.725150632668186912e-01,9.638969535495540697e-01,5.568854420462420052e+01
4.680475315520864399e+01,-1.601574129081541287e+00,1.315382944437608614e-01,-1.733112423525302148e+00,-5.758137618459001317e+01,4.842365776257111065e+01,3.222331499901613228e+01,5.395817018302844659e+00,1.798605672767875419e+00,-1.013574954533648054e+02,-1.561615017396233984e+00,1.764737221000000000e+09,-4.816441303613381386e+08,-3.860000000000013642e+00,2.504990000000003931e+02,2.496887272727721268e+02,2.490623709551196043e+02,2.475280000000002474e+02,2.671830288040660548e+02,2.495640000000008172e+02,2.319449711959355795e+02,2.446473736549381499e+02,1.916724463859027949e+01,3.042859636248538990e+01,1.053565376425687816e+01,9.749803657578784977e-01,9.713412029588924801e-01,9.894194094059842737e-01,9.744933327894509389e-01,6.025145714978982170e+01
4.485820182856184601e+01,-2.385703453673301055e+00,-7.075422882619264442e-01,-1.678161165411374611e+00,-6.328800988875148903e+01,3.322943237325132770e+01,1.918177926398703903e+01,0.000000000000000000e+00,1.798605672767875419e+00,-1.080373727056862236e+02,-1.908412510704227127e+00,1.754753288000000000e+09,-4.847538799842889309e+08,-4.679999999999978400e+00,2.500310000000004038e+02,2.478798181818630439e+02,2.475146671450978602e+02,2.421433333333334872e+02,2.519362956252471122e+02,2.444740000000007853e+02,2.370117043747544585e+02,2.418036924319259242e+02,1.958471825886783080e+01,3.128989470664365768e+01,1.021882135252424639e+01,9.839492134132842294e-01,9.620807019929513704e-01,9.902545721998908812e-01,9.704299517579710876e-01,5.564550669973111496e+01
4.271706738195408093e+01,-3.211264123681587535e+00,-1.542116233401813474e+00,-1.669147890279774060e+00,-6.967449526163987628e+01,2.183565779831683074e+01,1.410187913194718057e+01,0.000000000000000000e+00,1.798605672767875419e+00,-1.335379966182594558e+02,-3.188323072532317504e+00,1.733127470000000000e+09,-4.837949070594021082e+08,-7.820000000000021600e+00,2.492490000000003931e+02,2.455923636364085212e+02,2.456847276641709641e+02,2.358413333333332389e+02,2.469681213373764024e+02,2.417100000000008038e+02,2.364518786626252052e+02,2.386448987283307019e+02,2.042804474655473967e+01,2.954427883025937263e+01,1.027819125591537031e+01,9.823755740349973120e-01,9.526617960352884440e-01,9.870061851553701970e-01,9.668460227514930061e-01,5.413146633662048401e+01
4.398944353793945083e+01,-3.389923141087422209e+00,-2.158051869297016090e+00,-1.231871271790406119e+00,-6.685208075813760331e+01,1.835234010173443764e+01,2.177336190926894588e+01,3.112705395092833527e+01,1.037568465030970621e+01,-1.012749384863728892e+02,-5.738869592674467057e+00,1.757034258000000000e+09,-4.854175397290854454e+08,-1.454000000000002046e+01,2.477950000000003854e+02,2.436961818182266768e+02,2.444365953615944136e+02,2.327659999999998774e+02,2.446521098468919320e+02,2.404280000000007931e+02,2.362038901531096542e+02,2.373332003526435869e+02,2.121113362797829183e+01,3.522982476369885774e+01,1.001760616620713051e+01,9.933119270634003239e-01,9.637805444016207534e-01,9.966918832891594748e-01,9.799907336182073214e-01,5.064984253819388016e+01
4.591587845781950961e+01,-3.069513431699647299e+00,-2.461872390097893160e+00,-6.076410416017541394e-01,-6.264936135146265173e+01,2.551110921768443518e+01,4.065808661183702810e+01,7.825481833253968489e+01,3.646062409448959585e+01,-8.185156879043307754e+01,-6.443969702854912995e+00,1.774189103000000000e+09,-4.740515724657108784e+08,-1.658999999999997499e+01,2.461360000000004220e+02,2.424352727273176242e+02,2.437863052958499850e+02,2.325666666666666913e+02,2.441758672008196527e+02,2.402000000000008129e+02,2.362241327991819730e+02,2.375788602810912380e+02,2.193828758930016321e+01,3.983472175230784273e+01,9.649205725763765784e+00,1.002747710241462142e+00,9.785646959404540324e-01,1.004601888025095979e+00,9.935022956453641862e-01,5.218590866477931911e+01
4.200349211507807468e+01,-3.480915102209195311e+00,-2.801553294134993877e+00,-6.793618080742014342e-01,-7.321796456530695707e+01,3.514195779144196052e+01,4.299442485321976193e+01,0.000000000000000000e+00,3.646062409448959585e+01,-9.926959002075855665e+01,-7.867583834909730456e+00,1.751625943000000000e+09,-4.865105469628647566e+08,-2.013000000000002387e+01,2.441230000000004168e+02,2.405432727273175999e+02,2.423215225147863521e+02,2.309973333333333869e+02,2.425274419770074985e+02,2.386820000000008406e+02,2.348365580229941827e+02,2.356106710508353785e+02,2.278209025703544555e+01,3.534527529764225307e+01,9.410691031066354739e+00,9.876320795032685895e-01,9.656197900238797649e-01,9.893536653606787024e-01,9.799899923504657995e-01,5.020160682452942069e+01
4.274092580237748251e+01,-3.487858365696297369e+00,-3.030321651322095189e+00,-4.575367143742021803e-01,-7.173465183353934549e+01,4.327517516094857797e+01,4.617301401778879466e+01,1.884869291264019608e+01,3.236783708172688279e+01,-9.187319847642572768e+01,-1.110902255639097902e+01,1.768237641000000000e+09,-4.842251593530086279e+08,-2.955000000000001137e+01,2.411680000000004043e+02,2.391481818182267034e+02,2.412539729666433743e+02,2.337619999999999152e+02,2.415077844147014616e+02,2.378620000000008474e+02,2.342162155853002332e+02,2.348010006377156742e+02,2.363187024719105267e+01,3.537728340119193859e+01,9.086355957418758678e+00,9.940637848836684221e-01,9.804368738804467576e-01,9.954839397781146682e-01,9.887175315416883992e-01,4.834798659073126714e+01
3.946821736423258642e+01,-3.972604920251825433e+00,-3.344416074298671937e+00,-6.281888459531534963e-01,-8.071693448702097839e+01,3.954535668021092221e+01,2.946863116962405726e+01,0.000000000000000000e+00,6.282897637546985159e+00,-1.154054231748208963e+02,-7.633223226011864426e+00,1.735297923000000000e+09,-4.795194853530083299e+08,-1.918000000000000682e+01,2.392500000000003979e+02,2.374976363636812380e+02,2.395877960636173043e+02,2.328246666666665590e+02,2.427239700031727523e+02,2.367900000000008163e+02,2.308560299968288803e+02,2.324714459124338077e+02,2.466827772144753794e+01,2.908582596706193613e+01,8.865901960460275788e+00,9.801511888170919562e-01,9.700731452455574333e-01,9.851074425998636030e-01,9.772307781817226591e-01,5.102929379515240527e+01
3.962807179114092548e+01,-4.087241385479615019e+00,-3.592024511358986150e+00,-4.952168741206288693e-01,-8.042851256695507800e+01,3.330141092388415558e+01,2.426258758423946560e+01,2.479262240804437578e+00,7.109318384481798425e+00,-9.632447677308728373e+01,-5.301145863067324271e+00,1.767627585000000000e+09,-4.972171882581809163e+08,-1.300000000000000000e+01,2.379500000000004150e+02,2.362212727273175688e+02,2.382500149611414315e+02,2.316113333333333060e+02,2.419219351933576547e+02,2.354720000000008326e+02,2.290220648066440106e+02,2.311654983376157304e+02,2.521312717813353643e+01,2.789804078905990892e+01,8.564051820427398098e+00,9.862319086770365839e-01,9.759613364152115444e-01,9.921023701431022079e-01,9.831036693637456025e-01,4.858186114614768769e+01
4.911692782938067126e+01,-2.679172226007665358e+00,-3.287740416241879071e+00,6.085681902342137128e-01,-7.315041646251835061e+01,3.150424383081394808e+01,4.078151273857817216e+01,1.000000000000000000e+02,3.415975408026839943e+01,-3.496569525480974505e+01,-2.438016528925612825e-01,1.788358678000000000e+09,-4.802042892060433030e+08,-5.900000000000034106e-01,2.378910000000003890e+02,2.368503636364085025e+02,2.388245576954793421e+02,2.340753333333331625e+02,2.424037815853681082e+02,2.355820000000008463e+02,2.287602184146335844e+02,2.346413205183692696e+02,2.472493773963754293e+01,3.647754697991653217e+01,8.669476690396871632e+00,1.024738732161197152e+00,1.014792488997060094e+00,1.022672394072368096e+00,1.019251126718095479e+00,6.630258443954143388e+01
4.435694461590575344e+01,-2.539163670167397413e+00,-3.038214834217051852e+00,4.990511640496544388e-01,-8.612685560053978406e+01,3.807509042262940824e+01,4.918117094507042708e+01,5.066715670795223758e+01,5.104880631625247389e+01,-3.544921409784874555e+01,-3.176886404734502456e+00,1.772566633000000000e+09,-4.916924936159145236e+08,-7.729999999999989768e+00,2.371180000000003929e+02,2.364320000000448374e+02,2.382364562963012702e+02,2.346026666666666358e+02,2.423742709622516998e+02,2.355540000000008263e+02,2.287337290377499528e+02,2.344896026650862950e+02,2.407292566741935502e+01,2.845269926573883978e+01,8.715942641082808251e+00,1.000152831197938408e+00,9.935559510454694543e-01,9.980061622574558644e-01,9.964387223385807735e-01,6.813097934445613646e+01
4.467442132409992439e+01,-2.304090526993064714e+00,-2.793506731809056287e+00,4.894162048159915734e-01,-7.800161160354551271e+01,4.921957326478105443e+01,5.769603611069442195e+01,5.395751047430186276e+01,6.820822239408495591e+01,-5.167530224525160776e+01,-1.928912907919355657e+00,1.784841978000000000e+09,-4.937281035907889009e+08,-4.640000000000014779e+00,2.366540000000003658e+02,2.362123636364085257e+02,2.378134642424283243e+02,2.350346666666667090e+02,2.422230624903833984e+02,2.354460000000008222e+02,2.286689375096182459e+02,2.346407291129661701e+02,2.365417488398515644e+01,3.062384216020803507e+01,8.661946738148321501e+00,1.001970727895140190e+00,9.968561697668310018e-01,9.988596236190704358e-01,9.987199499985786044e-01,5.900726101666947443e+01
4.595094484717871097e+01,-1.890409397417215587e+00,-2.492474287011776202e+00,6.020648895945606149e-01,-7.021371326803208035e+01,4.986984433694183139e+01,4.273232595506047460e+01,6.663472425502965280e+01,5.708646381242817114e+01,-4.195394933572680429e+01,-1.305538008001705386e-01,1.793147052000000000e+09,-4.879550643468864560e+08,-3.100000000000022737e-01,2.366230000000003599e+02,2.363007272727721784e+02,2.376910161983504395e+02,2.354413333333330911e+02,2.423833683872827578e+02,2.364560000000008131e+02,2.305286316127188684e+02,2.353916579610636575e+02,2.326533487079626283e+01,3.710285574665384445e+01,8.277521971137725032e+00,1.002892715769526655e+00,1.002184910173565591e+00,1.001672692866285796e+00,1.003551714533061912e+00,5.382451084949517650e+01
4.609251602451221430e+01,-1.541404240639451473e+00,-2.175450938221001440e+00,6.340466975815499673e-01,-5.628205128205120644e+01,4.809623215484220538e+01,4.386033439877154905e+01,3.646171279960137213e+01,5.235131584297787555e+01,-5.404909234241390692e+00,-6.490243698182629473e-01,1.801482233000000000e+09,-4.884870971766736507e+08,-1.549999999999982947e+00,2.364680000000003588e+02,2.364183636364085430e+02,2.376144677986503666e+02,2.362859999999999445e+02,2.416247999229287018e+02,2.374640000000007944e+02,2.333032000770728871e+02,2.360258437135120175e+02,2.271073967281014561e+01,4.309609288174004860e+01,7.887698973199317898e+00,9.991830340598962801e-01,1.003391579410320533e+00,1.001074473381198482e+00,1.003602242865115235e+00,4.739577574072561816e+01
4.409291581411805083e+01,-1.563384583810631057e+00,-1.971428820084211386e+00,4.080442362735803297e-01,-5.723885155772756406e+01,4.391579168629269248e+01,4.515471470504588325e+01,0.000000000000000000e+00,3.436547901821058559e+01,-8.335904027420701823e+01,-2.358216391264633671e+00,1.787846553000000000e+09,-4.864495817743747830e+08,-5.680000000000006821e+00,2.359000000000003183e+02,2.361841818182267616e+02,2.371718372898048415e+02,2.369419999999999220e+02,2.378969234641815547e+02,2.362180000000008135e+02,2.345390765358200724e+02,2.355555380957721354e+02,2.307152081103493657e+01,4.335528132591254291e+01,8.194291903685082090e+00,9.956057540068885547e-01,9.969478592623980395e-01,9.954540452222443436e-01,9.957483104478199731e-01,4.722223214539999248e+01
4.834237271475838327e+01,-9.873160353925527488e-01,-1.643391225186991988e+00,6.560751897944392397e-01,-3.091849935316933440e+01,4.900157110275647909e+01,5.798966420445183445e+01,1.000000000000000000e+02,4.548723759986737036e+01,4.527451228247560522e+01,1.327790268527562212e+00,1.799182803000000000e+09,-4.780597579858283997e+08,3.130000000000023874e+00,2.362130000000003349e+02,2.367223636364086019e+02,2.374787759643857896e+02,2.380806666666667297e+02,2.393971819733704365e+02,2.368720000000008099e+02,2.343468180266311833e+02,2.369465975704625009e+02,2.340653186795796259e+01,4.758036561040335499e+01,7.933271053421861119e+00,1.008392718430203727e+00,1.011205987816079954e+00,1.007275753298836563e+00,1.009030141177851281e+00,4.492579939567279723e+01
5.368872471972377980e+01,1.471061793692172159e-01,-1.046558757001589068e+00,1.193664936370806284e+00,-7.138677589233462406e+00,5.932339006401610959e+01,7.482579128255044054e+01,1.000000000000000000e+02,6.666666666666691299e+01,1.921447274458475647e+02,3.214210192429689528e+00,1.816716075000000000e+09,-4.674490076168963313e+08,7.600000000000022737e+00,2.369730000000003542e+02,2.381472727273176986e+02,2.386735439708610897e+02,2.412786666666668225e+02,2.445210962455859658e+02,2.385000000000008242e+02,2.324789037544156827e+02,2.402510901576649474e+02,2.269608628274397333e+01,5.537327591083035827e+01,7.824465978177442160e+00,1.023270440251568880e+00,1.029864161739943551e+00,1.018881630766986790e+00,1.024786037669392247e+00,4.206210753629456178e+01
5.015579207675801854e+01,3.670746300654457173e-01,-5.753476279792442138e-01,9.424222580446899311e-01,-2.633118782913984290e+01,7.236826837238292853e+01,8.428934963014633297e+01,6.318254482014668838e+01,8.772751494004914719e+01,1.311874886342977220e+02,3.739928476022225112e+00,1.809200140000000000e+09,-4.715874113329457045e+08,8.680000000000006821e+00,2.378410000000003492e+02,2.388376363636813835e+02,2.390547177943408883e+02,2.414953333333336047e+02,2.452913059278624246e+02,2.392260000000008517e+02,2.331606940721392789e+02,2.409598373486577998e+02,2.203638681075955219e+01,4.903349326903943250e+01,7.564861265450481653e+00,1.006454147960502477e+00,1.012314949903505568e+00,1.002022606581941533e+00,1.008090699881890373e+00,4.077635196891261415e+01
4.971540160133092456e+01,4.281951251828957083e-01,-2.408333769251975731e-01,6.690285021080932815e-01,-2.873025160912812126e+01,7.946058952339889458e+01,7.926662765749973971e+01,5.859314042746620999e+01,7.392522841587121718e+01,8.584810491425389500e+01,3.500839684795264972e+00,1.798934519000000000e+09,-4.682183851360343099e+08,8.130000000000023874e+00,2.386540000000003658e+02,2.392956363636814103e+02,2.392920418317334565e+02,2.410066666666668880e+02,2.456083955449378209e+02,2.398440000000008752e+02,2.340796044550639294e+02,2.411961790048783598e+02,2.158756966209874761e+01,4.296045732915742832e+01,7.209514032204018541e+00,1.002151398408962280e+00,1.007148424078371463e+00,9.987451280216040894e-01,1.004447902404292048e+00,4.148602145918254536e+01
4.600207525101183137e+01,-5.186151556895879366e-02,-1.778427564731179800e-01,1.259812409041591863e-01,-4.921006436512578119e+01,7.271432069411838484e+01,5.458698479470888287e+01,0.000000000000000000e+00,4.059189508253788148e+01,1.888229964582787801e+01,-1.884760366182003377e+00,1.784565502000000000e+09,-4.792301551734174490e+08,-4.549999999999982947e+00,2.381990000000003818e+02,2.389694545454996160e+02,2.388498524077819241e+02,2.410239999999998020e+02,2.449231803674970251e+02,2.401800000000008311e+02,2.354368196325046370e+02,2.397148432012876071e+02,2.147542452714908379e+01,4.453288739563006260e+01,7.000263029903729617e+00,9.861770338912448919e-01,9.943786497844223637e-01,9.882865416227040178e-01,9.911727021785624592e-01,3.882476297740633697e+01
4.577065645567773799e+01,-3.750855194754478816e-01,-2.435903441405612713e-01,-1.314951753348866104e-01,-5.049736688121721784e+01,5.698224379797389361e+01,3.709311894171284507e+01,0.000000000000000000e+00,1.953104680915565083e+01,-3.166865272812575682e+01,4.456895453966547294e-01,1.760475901000000000e+09,-4.721844501455624104e+08,1.049999999999982947e+00,2.383040000000003715e+02,2.386860000000450839e+02,2.384480610609124938e+02,2.397046666666666965e+02,2.452442280271010873e+02,2.397360000000008426e+02,2.342277719729005980e+02,2.385831462702762451e+02,2.163698686946897354e+01,4.308200701653650810e+01,6.756672813482034634e+00,9.870857943738076123e-01,9.930173224117078146e-01,9.922539561846837053e-01,9.914280686758137895e-01,3.749480759801868857e+01
4.140654375895497452e+01,-1.169096725153877969e+00,-5.520924711450001521e-01,-6.170042540088778171e-01,-7.554125219426562410e+01,3.562333530699012130e+01,1.518990218454842989e+01,0.000000000000000000e+00,2.463214817301680476e-13,-1.268238957882329601e+02,-1.504811156797081217e+00,1.735491585000000000e+09,-4.899083666241948009e+08,-3.549999999999982947e+00,2.379490000000003818e+02,2.376052727273178107e+02,2.373411408680193233e+02,2.366886666666668759e+02,2.434899146414301185e+02,2.373980000000008772e+02,2.313060853585716359e+02,2.358744233527477547e+02,2.211858906410897774e+01,4.456639085223580565e+01,6.628339041090458572e+00,9.787782542397119867e-01,9.765117735313013636e-01,9.844566902887605941e-01,9.779244262254339626e-01,3.670178431892631465e+01
4.327109655906669872e+01,-1.411793515358908735e+00,-8.386594858829696797e-01,-5.731340294759390552e-01,-6.752486834406096250e+01,2.286617180383522552e+01,1.631549428524418133e+01,2.244054279761931880e+01,7.480180932540019256e+00,-1.266179823036191436e+02,-1.437969132158212204e+00,1.742909277000000000e+09,-4.890151366974932551e+08,-3.409999999999996589e+00,2.376080000000004020e+02,2.368381818182269001e+02,2.366845698011067043e+02,2.347853333333333126e+02,2.415441552011593558e+02,2.359900000000008617e+02,2.304358447988423677e+02,2.346993326872405987e+02,2.257719800690682632e+01,3.767208427943920412e+01,6.427743395298281648e+00,9.904233230221582973e-01,9.836790007070451702e-01,9.954174935901763943e-01,9.868763482544700150e-01,3.667461867668093589e+01
3.846073943479859736e+01,-2.217044876082042038e+00,-1.298121282615993799e+00,-9.189235934660482386e-01,-9.307822172200343402e+01,1.462624313853846836e+01,1.237333294582257537e+01,0.000000000000000000e+00,7.480180932540019256e+00,-1.873058485139016227e+02,-3.599275087453124300e+00,1.731319246000000000e+09,-4.957397280626810193e+08,-8.540000000000020464e+00,2.367540000000004170e+02,2.352240000000450664e+02,2.352382843827236627e+02,2.311440000000000055e+02,2.396720026629969027e+02,2.336640000000008399e+02,2.276559973370047771e+02,2.316991133721649021e+02,2.350525694169979118e+01,2.845633479206104965e+01,6.413618867062688800e+00,9.788842098055291485e-01,9.661082811694822192e-01,9.842675548438184485e-01,9.723922728971370333e-01,4.477443990795667617e+01
4.059434030579107144e+01,-2.405278571378545394e+00,-1.667173712203510849e+00,-7.381048591750345444e-01,-8.463702870005633372e+01,1.598346291921793316e+01,1.926156152658682075e+01,2.918775773922359207e+01,1.720943351228121898e+01,-1.429023348427915039e+02,-2.104770813844725197e+00,1.739004970000000000e+09,-4.958210584753794670e+08,-4.950000000000017053e+00,2.362590000000004125e+02,2.340378181818632584e+02,2.343276872222284624e+02,2.281146666666667215e+02,2.378448451947211879e+02,2.323380000000008181e+02,2.268311548052804483e+02,2.304470185860421054e+02,2.436702595257897386e+01,3.396525487822887612e+01,6.225503233701066286e+00,9.909270115090910158e-01,9.744813954177389270e-01,9.956265027587400951e-01,9.837299022378326319e-01,3.994497355008267192e+01
4.031336933024559244e+01,-2.462349055381366725e+00,-1.932232159929462734e+00,-5.301168954519039911e-01,-8.621271806415313677e+01,1.757139645285202434e+01,2.107929488614645308e+01,3.851335457196172030e+01,2.256703743706201593e+01,-1.197142663687456832e+02,-3.730218538055773969e+00,1.730053500000000000e+09,-4.948738129727340341e+08,-8.910000000000025011e+00,2.353680000000003929e+02,2.328907272727723523e+02,2.335317440909142022e+02,2.262846666666665385e+02,2.345945291762032525e+02,2.310000000000008242e+02,2.274054708237983959e+02,2.295858551508646315e+02,2.523055447010644414e+01,3.465542470114250051e+01,6.050824431293845507e+00,9.954545454545418171e-01,9.769807280513901349e-01,9.978505386668760080e-01,9.873729310427715733e-01,4.137853632362293155e+01
